Author Name,Total Publication,Total Citation,Total Years,Cite/Year,Cite/Paper,h index,g index,h(2) index,w index,h core citation,m index,f index,t index,tappered_h_index,Maxprod,wu index,pi index,weighted h index,woginger_index,Gh_index,Rm index,X index,h2upper_index,h2 center_index,h2 lower_index,k dash index,i10 index,normalized_h_index,platinium_h_index,m_qoutient_index,HI_index,AW_index,Ar index,V index,hm_index,hf index,gf index,gF index,hi index,h_m_index,k norm index,w norm index,gm index,A index,R index,P index,q2 index,e index,hg_index,pure h index,fractional g index,fractional h index,AWCR,Author/paper,cites/author,paper/author,k index,h dash index,hl norm,hc index,ha index,hi index s,Rational h index,Real h index,Class
David  Mumford,180,3982,46,86.56521739,0.244444444,23,62,10,11,3637,115,34,42,20.56083083,1512,45,31.24,52.79204486,8,23,16.24825221,2.828427125,78.05123054,13.28478152,-81.99397288,-1.147254074,41,0.127777778,11.06111111,0.5,20.59701493,63.10309026,45.97372438,0.370967742,23,24,63,180,23,23,23.85455045,23.86715218,180,158.1304348,60.30754513,22.12222222,51.42956348,3108,37.76241518,23,62,23,118.0134282,1.116666667,3982,169.5,233.2131079,1702,23,12,6,23,24.08510638,5.4,1
RC Brower,181,4875,44,110.7954545,0.295974743,37,67,10,10,3936,73,51,56,31.22835046,1550,77,24.68,53.22593353,6,38,18.97781214,5.567764363,52.65641026,28.08205128,-90.03076923,-1.547132498,72,0.20441989,22.64879458,0.840909091,12.19854281,69.82120022,51.57437994,0.569230769,18.83333333,23,68,181,11.04032258,18.83333333,22.84822828,22.90071795,181,106.3783784,62.73754857,26.93370166,51.97114584,2567,49.78955714,20.21118343,37,26,139.4088029,3.033149171,1787.811905,77.98571429,112.8978165,1696.053571,22,12,5,11.04032258,38.02666667,13.33333333,0
John B.  Friedlander,181,1326,103,12.87378641,0.08050513,19,33,7,5,870,43,27,29,19.71929188,468,49,7.4,25.3179778,0,20,11.23727034,3,39.81900452,27.22473605,-199.1704374,-2.430997877,36,0.104972376,1.351391943,0.184466019,11.16558442,36.41428291,26.75817632,0.174311927,19,20,34,181,19,19,19.59392576,19.72775264,181,45.78947368,29.49576241,7.325966851,28.58321186,509,25.03996805,19,31,19,52.4803592,1.701657459,1128.166667,130,14.90339709,333.4827586,19,6,2,19,20,20,1
Luis A Caffarelli,181,21580,40,539.5,1.310181531,72,146,17,22,18664,167,99,113,55.13419207,6517,144,91.42,116.7518736,46,72,32.7035423,7,62.79888786,24.02224282,-23.18350324,-1.340537493,158,0.397790055,214.6077348,1.8,31.25179856,146.9013274,92.4384995,1.469387755,47.4,52,147,181,31.80368098,47.4,51.845197,51.87947173,181,259.2222222,136.6162509,119.2265193,109.6540013,13480,102.5280449,47.85253421,106,52,882.170577,2.303867403,12003.71667,95.85,785.4529066,8589.026549,51,30,14,31.80368098,73.00689655,36.5,1
Masaki  Kashiwara,181,20438,48,425.7916667,1.24084755,68,141,17,24,17791,152.5,94,106,52.49740075,6467,138,91.56,116.0474041,42,68,31.59863904,5.385164807,64.42411195,22.62452295,-24.64037577,-1.331733614,155,0.375690608,159.96593,1.416666667,28.89201878,142.9615333,103.4194534,1.283018868,47.41666667,51,142,181,30.42105263,47.41666667,50.84664458,50.87767883,181,261.6323529,133.3829075,112.9171271,101.8331969,13167,97.91833332,45.48221168,112,64,888.4852308,2.35359116,13093.78333,98.23333333,758.9378949,8446.754717,50,31,14,30.42105263,69.01459854,23.33333333,1
John  Little,182,2580,145,17.79310345,0.15492704,24,49,8,7,2071,52,33,38,22.27675534,705,52,17.24,38.14446225,3,24,14.27664438,3.872983346,58.87596899,22.3255814,-128.1395349,-1.468462952,44,0.131868132,2.346343312,0.165517241,23.61081081,50.7937004,36.32148125,0.156862745,23.5,25,50,182,23.04,23.5,24.72505967,24.77674419,182,86.29166667,45.50824101,14.17582418,35.32704347,1495,34.2928564,23.51510153,47,24,186.2355582,1.016483516,2357.5,180.5,61.23371474,944.2105263,24,13,6,23.04,25.02040816,12.5,1
Robert L Griess Jr,182,1944,151,12.87417219,0.116735723,19,40,6,5,1374,36,26,29,20.48299075,637,54,12.66,31.25699922,1,19,11.69144262,1,53.08641975,18.56995885,-130.9156379,-2.048837209,37,0.104395604,1.344006986,0.125827815,15.16666667,44.09081537,34.88839349,0.115853659,17.33333333,19,41,182,14.44,17.33333333,18.76419214,18.83333333,182,72.31578947,37.06750599,10.68131868,26.15339366,1013,27.5680975,16.56381599,33,19,68.10496605,1.252747253,1429.583333,164.5595238,27.00376937,663.6896552,18,6,3,14.44,20.02564103,10,1
Yakov Sinai,182,13690,54,253.5185185,0.822074101,43,116,14,17,12459,138,62,74,35.53998697,3978,89,93.67,98.00510191,17,43,24.85136161,1.732050808,77.81592403,13.50620891,-34.96712929,-1.189608102,84,0.236263736,59.8972324,0.796296296,17.9908046,117.0042734,96.37599978,0.671875,34.53333333,39,117,182,23.1125,34.53333333,38.88223781,38.89452155,182,289.744186,111.6198907,75.21978022,77.03246069,10610,70.62577433,31.52518834,97,43,478.5275022,2.39010989,9637.833333,102.9,791.5805491,6165.27027,38,20,9,23.1125,44.02298851,14.66666667,1
BGM Vandeginste,184,3324,34,97.76470588,0.195299647,27,54,8,7,2437,50.5,37,41,26.36488007,780,70,19.49,40.63249931,2,27,15.01730057,5.477225575,52.19614922,21.93140794,-101.6245487,-1.926380368,58,0.14673913,14.34590793,0.794117647,8,57.65414122,38.43934616,0.54,15.05,16,55,184,7.43877551,15.05,15.88975992,15.93231047,184,90.25925926,49.36598019,18.06521739,36.92560088,1708,38.18376618,14.1720478,26,15,119.4169085,3.375,1116.15,72.53333333,51.75894843,1124.780488,15,9,3,7.43877551,28.01818182,14,0
O Scherzer,185,7085,159,44.55974843,0.411798896,36,83,11,12,6159,73,50,58,30.78818873,2004,76,47.91,67.40919819,8,37,20.19045096,2,68.63796754,18.29216655,-62.63937897,-1.309546403,70,0.194594595,8.671086181,0.226415094,20.30487805,84.17244205,51.49797731,0.198895028,24.66666667,27,84,185,17.05263158,24.66666667,26.88220944,26.90458716,185,171.0833333,78.47929663,38.2972973,51.26402247,4863,54.66260147,24.77689926,65,26,231.0405787,1.772972973,4476.95,133.55,254.7225206,3018.413793,26,13,7,17.05263158,37.01369863,19,0
T Lada,185,4070,176,23.125,0.23655914,23,62,9,9,3509,69,33,40,22.41029683,1506,60,31.75,51.94227565,5,23,15.54838762,1.732050808,73.21867322,12.997543,-77.73955774,-1.308080808,46,0.124324324,2.875,0.130681818,6.627725857,63.79655163,53.16718913,0.129213483,12.81666667,15,63,185,5.813186813,12.81666667,14.93903577,14.95184275,185,152.5652174,59.23681288,22,39.83716857,2980,37.76241518,11.56301417,36,22,204.1081246,3.47027027,1444.442857,74.73571429,137.6078431,1713.5,14,14,7,5.813186813,24.06382979,6.5,0
M Zaldarriaga,185,26431,197,134.1675127,1.536239465,79,162,18,27,24942,214,103,115,51.84868147,8685,109,119.04,134.9777759,64,79,35.82904652,6.708203932,71.05293027,23.6124248,-26.33649881,-1.108033943,109,0.427027027,57.29315407,0.401015228,27.89122137,162.576136,79.7659075,0.372641509,36.65,54,163,185,26.11297071,36.65,53.87283263,53.89372328,185,315.721519,157.9303644,142.8702703,130.0230749,18701,113.1282458,45.41943071,101,75,1298.006166,2.832432432,10453.66667,80.48333333,2535.288675,12846.77391,53,40,19,26.11297071,80.01886792,20,0
Jeffrey  Lagarias,185,5353,38,140.8684211,0.311130485,38,69,10,11,4078,67.5,53,58,33.95144293,1716,90,25.59,53.30103188,5,42,19.21241544,5.744562647,49.20605268,26.97552774,-80.53427984,-1.81907779,86,0.205405405,28.93513514,1,18.45144357,73.1641989,50.78762973,0.826086957,30.93333333,29,70,185,20.05555556,30.93333333,28.7822827,28.85354007,185,107.3157895,63.85922016,28.93513514,50.64582905,2634,51.20546846,27.60635998,59,37,316.6456419,2.059459459,3868.225,114.575,92.54704399,1725.724138,28,15,8,20.05555556,39.02597403,13.66666667,1
John Guckenheimer,185,12871,85,151.4235294,0.748096484,46,113,11,12,11403,82.5,62,69,38.32659568,6433,94,90.86,90.96702699,7,46,22.98245051,1,72.15445575,16.44005905,-38.26431513,-1.271142285,94,0.248648649,37.65125596,0.541176471,24.38395415,113.4504297,98.12186301,0.484210526,46,47,114,185,46,46,46.8144348,46.83559941,185,247.8913043,106.7848304,69.57297297,61.60357133,9287,72.09715667,46,111,46,368.1988472,1.886486486,12489.28333,124.6833333,540.4227594,6191.333333,46,15,7,46,47.02150538,16,1
Saharon Shelah,185,2177,44,49.47727273,0.126532985,24,39,7,6,1263,40.5,32,35,25.58807504,690,72,9.2,30.33150178,0,24,12.94994978,6.782329983,31.55718879,26.45842903,-135.4157097,-5.369272237,61,0.12972973,6.418673219,0.545454545,23.74331551,46.65833259,29.0229794,0.444444444,23.33333333,25,40,185,22.15384615,23.33333333,24.54394299,24.73541571,185,52.625,35.53871129,11.76756757,31.17691454,687,30.59411708,23.05845415,37,24,93.49919469,1.010810811,2071.666667,184.3333333,16.26087291,471.0857143,24,9,3,22.15384615,25.06122449,6.5,1
Tits Jacques,185,17274,59,292.779661,1.004010462,60,131,16,21,15552,140,82,96,45.47292398,4796,106,92.68,108.3466658,26,60,29.33581713,4.69041576,69.19069121,20.84056964,-33.44332523,-1.230398157,108,0.324324324,94.95556574,1.016949153,28.17258883,131.43059,95.72521437,0.810810811,49.36666667,52,132,185,35.29411765,49.36666667,51.82647275,51.84942688,185,259.2,124.7076581,93.37297297,91.6515139,11952,88.65664104,46.01789933,117,58,440.1937332,2.12972973,13873.26667,125.2166667,843.2848291,7470,51,20,9,35.29411765,61.01652893,20.66666667,1
A. Spielman,186,42646,45,947.6888889,2.452187913,116,186,20,31,36512,195,157,173,83.93092827,14238,186,141.53,159.81239,186,116,43.67521053,11.22497216,54.33569385,31.55278338,-4.926605074,-1.381936534,186,0.623655914,591.0317802,2.577777778,31.49781022,206.5090797,94.15392033,1.966101695,58.62619048,59,186,186,30.79176201,58.62619048,58.88073882,58.92111804,186,314.7586207,191.0811346,229.2795699,150.3994681,23056,146.8877122,59.76490938,100,93,1556.40904,3.682795699,12617.28095,60.40952381,1395.488881,15459.51445,58,38,18,30.79176201,117.0042918,58.5,1
Moriah  Wright,186,39683,85,466.8588235,2.281812432,86,186,20,32,36869,230,117,136,60.64545586,10647,150,193.68,165.8432995,73,86,39.56819119,6.244997998,74.27109846,18.6377038,-14.56543104,-1.157082174,157,0.462365591,215.859456,1.011764706,16.62785863,199.2059236,97.94422003,0.966292135,47.09953174,59,186,186,17.99513382,47.09953174,58.89932966,58.91522818,186,428.7093023,192.0130204,213.3494624,140.6413879,29473,126.475294,39.33931251,114,85,5432.995029,5.172043011,13453.15835,81.27328379,2795.302533,18637.33824,58,51,31,17.99513382,87.04046243,11,1
Alberto Bressan,187,10798,30,359.9333333,0.614290591,54,101,12,15,8658,78,71,79,44.88457129,3068,115,55.17,77.27224599,10,54,24.64904571,7.681145748,53.67660678,27.00500093,-47.18466383,-1.588710885,122,0.288770053,103.9379679,1.8,27.74175824,103.9134255,48.68230342,1.2,39.68333333,38,102,187,25.80530973,39.68333333,37.82241536,37.87321726,187,160.3333333,93.04837452,57.74331551,64.89992296,5742,73.85120175,37.32943511,78,50,514.6378106,1.946524064,6878.516667,123.8833333,241.1600023,3924.911392,37,20,8,25.80530973,55.00917431,27.5,1
Andrei V  Zelevinsky,187,8296,56,148.1428571,0.471953578,42,89,12,13,6792,125,59,68,36.58672351,2625,100,44.46,73.4234295,11,42,22.06817861,4.582575695,61.11378978,21.2632594,-55.77386692,-1.498060225,101,0.22459893,33.27272727,0.75,20.61417323,91.08238029,51.9109815,0.68852459,27.08333333,31,90,187,19.6,27.08333333,30.85567672,30.89151398,187,161.7142857,82.41359111,44.36363636,72.45688373,5028,61.13918547,28.69146214,71,30,432.8440785,2.037433155,5610.416667,106.0595238,207.3742072,3105.529412,30,22,9,19.6,43.01176471,21.5,1
Ralph S. Phillips,187,2496,65,38.4,0.141995676,25,42,8,6,1448,36,34,37,27.27649158,793,80,10.82,31.71750305,0,29,13.47710438,7.810249676,32.97275641,25.0400641,-120.2724359,-5.432941176,74,0.13368984,5.13368984,0.384615385,15.22801303,49.95998399,33.58074845,0.27173913,25,26,43,187,25,25,25.56837017,25.74959936,187,57.92,38.05259518,13.34759358,30,823,32.40370349,25,42,25,52.03563367,1.64171123,2372.5,130.3333333,18.44209495,556.0810811,25,7,3,25,26.03921569,9.333333333,1
Robert Kohn,187,2928,92,31.82608696,0.166571851,22,52,9,9,2375,69.5,33,39,21.82956986,968,51,19.82,42.17819342,3,22,14.57991888,2.828427125,64.58333333,16.53005464,-105.0546448,-1.48724905,40,0.117647059,3.744245524,0.239130435,17.21338912,54.11099703,45.27692569,0.217821782,22,23,53,187,22,22,22.79621053,22.83469945,187,107.9545455,48.73397172,15.65775401,39.10242959,1891,33.82306905,22,52,22,112.1327861,1.278074866,2928,161,67.24623106,1066.717949,22,10,6,22,23.06666667,6.25,1
Walter  Rudin,187,3008,44,68.36363636,0.171122995,25,52,8,7,2298,36,33,37,24.37487613,869,64,19.44,40.68169121,2,26,14.28206491,1,55.61835106,20.77792553,-111.037234,-1.748915065,51,0.13368984,9.139523578,0.568181818,20.59471366,54.8452368,43.74928571,0.337837838,25,26,53,187,25,25,25.72802437,25.79222074,187,91.92,47.93745926,16.0855615,30,1673,36.05551275,25,52,25,61.72309001,1.213903743,3008,167,52.06284552,1130.405405,25,5,3,25,26.01960784,13.5,1
John  King,188,53125,108,491.8981481,2.990262299,138,188,23,38,47333,263,188,188,91.82858984,19250,188,119.56,188.5948037,188,138,49.44854307,8.774964387,53.50964706,35.84752941,-2.343529412,-1.261786719,188,0.734042553,361.0741726,1.277777778,39.13122172,230.4886114,124.4944539,1.210526316,70.02857143,81,188,188,39.75782881,70.02857143,80.82950156,80.87952941,188,342.9927536,217.5614856,282.5797872,190.5098423,28289,161.0714127,74.07145453,132,136,3075.021999,3.526595745,19847.54048,70.02857143,2372.540693,20765.32979,80,62,27,39.75782881,139.0036101,69.5,1
Martin  W. Liebeck,188,9815,41,239.3902439,0.552459755,45,98,13,15,8377,110,63,72,37.44826848,2530,96,55.45,78.57480512,14,46,23.3581899,4.69041576,65.1757514,20.63168619,-51.3703515,-1.360899067,96,0.239361702,57.30085625,1.097560976,18.23275862,99.07068184,65.47454976,1.022727273,27.58333333,32,99,188,18.40909091,27.58333333,31.87345273,31.90208864,188,186.1555556,91.5259526,52.20744681,70.3562364,6352,66.40783086,28.78209671,64,45,497.7519177,2.468085106,4519.9,95.01666667,315.6433001,3970,31,22,9,18.40909091,46,46,1
Nicholas  Higham,189,9016,44,204.9090909,0.50214425,53,88,11,13,6555,92,70,76,45.63325054,2862,128,32.02,69.10861017,8,54,23.69413426,7.280109889,41.54835847,31.15572316,-52.65084295,-2.128526646,140,0.28042328,57.46127946,1.204545455,20.0741483,94.95261976,60.81597926,1.104166667,35.65542929,36,89,189,13.25,35.65542929,35.77398524,35.86413043,189,123.6792453,80.96295449,47.7037037,69.828361,3746,68.29348432,26.5,54,46,814.2143967,2.64021164,4553.654004,118.4106241,127.0612669,2612.342105,35,27,12,13.25,54.00934579,27.5,1
Robert Morris,189,117506,67,1753.820896,6.544472292,165,189,29,51,113954,309,189,189,97.87973108,29737,189,491.79,287.5413014,189,165,61.14017677,11.44552314,73.80814597,23.16902967,-0.345514272,-1.06106815,189,0.873015873,1531.11348,2.462686567,48.34883721,342.7914818,151.0310868,2.291666667,75,99,189,189,46.06598985,75,98.90326057,98.918268,189,690.630303,337.5707333,621.7248677,225.7985828,86729,176.5927518,87.18307361,189,165,7121.631016,3.412698413,39220.2,75,19945.95596,75715.79365,98,80,39,46.06598985,166.0090634,41.75,1
T HORIYAMA,190,1774,34,52.17647059,0.09776798,21,36,7,6,1078,35,29,32,22.90975869,552,67,8.57,27.49545417,0,22,12.00953427,6.782329983,35.90755355,24.85907554,-160.8229989,-3.930521092,50,0.110526316,5.766873065,0.617647059,5.651558074,42.11887938,26.55183609,0.567567568,12.79285714,11,37,190,5.127906977,12.79285714,10.86772487,10.94363021,190,51.33333333,32.83291032,9.336842105,27.11088342,637,27.49545417,10.37718876,17,12,183.3168373,3.715789474,548.1952381,62.56904762,14.46137326,418.03125,10,13,6,5.127906977,22.04651163,8,0
David L. Donoho,190,161501,36,4486.138889,8.900578672,109,190,30,47,158067,398,148,181,72.56241844,51404,170,1041.01,356.9285643,147,109,55.75524623,2,90.51708658,7.356610795,-3.337440635,-1.042484991,181,0.573684211,2573.627047,3.027777778,43.05613306,401.8718701,196.2383876,2.658536585,65.16666667,85,190,190,44.16728625,65.16666667,84.95433719,84.95630987,190,1450.155963,397.5764078,850.0052632,208.2834607,146186,143.9096939,69.38468275,190,101,8455.115172,2.531578947,85189.26667,93.13333333,39125.73731,88034.66298,84,66,34,44.16728625,110.0273973,15.85714286,1
Ehud  Hrushovski,190,6385,36,177.3611111,0.351887572,41,77,12,14,5195,110,56,64,34.31325368,2332,85,29.95,63.99218702,9,41,20.9152521,4.69041576,55.03523884,26.32732968,-76.99295223,-1.532278011,83,0.215789474,38.27266082,1.138888889,20.77333333,79.906195,58.32095107,1.078947368,31.25,31,78,190,22.41333333,31.25,30.80756895,30.85904464,190,126.7073171,72.07634841,33.60526316,67.15653356,3514,56.18718715,30.31413312,63,41,443.351707,1.973684211,4357.616667,122.6333333,146.7053295,2251.15625,30,22,12,22.41333333,42.06024096,7.333333333,1
Jin-Yi Cai,190,6486,35,185.3142857,0.357453844,46,72,10,11,4382,65,59,63,40.82742137,2116,116,23.72,54.91812087,3,46,20.66224327,6.782329983,35.64600678,32.62411348,-70.38236201,-2.607039337,127,0.242105263,44.86556391,1.314285714,18.43881857,80.53570637,54.40128675,1.243243243,28.31666667,27,73,190,16.928,28.31666667,26.79742283,26.89577552,190,95.26086957,66.19667665,34.13684211,54.68089246,2266,57.54997828,27.90498163,40,44,478.0438686,2.494736842,2799.316667,91.16666667,73.4489489,1654.539683,26,21,10,16.928,47.01075269,23.5,1
K.W.  Morton,190,15982,57,280.3859649,0.880793607,33,126,10,10,14658,69.5,46,55,31.65481481,9099,88,136.79,110.1952812,5,33,20.73828283,1,85.10824678,6.813915655,-24.33362533,-1.175699821,79,0.173684211,48.69861496,0.578947368,16.07692308,126.4199351,118.344131,0.471428571,24.16666667,26,127,190,15.33802817,24.16666667,25.95660626,25.96089351,190,444.1818182,121.0702276,84.11578947,47.8905001,13569,64.48255578,22.49788722,89,26,679.4609393,2.052631579,8184.730952,115.4595238,957.199894,8141.4,25,11,5,15.33802817,34.01492537,17,1
TC Woo,191,4631,101,45.85148515,0.252563264,29,66,11,12,3943,103,42,50,25.94074441,1710,63,28.27,54.19409562,8,30,17.88945449,4.358898944,66.98337292,18.16022457,-86.59036925,-1.352009744,57,0.151832461,6.961743818,0.287128713,10.53041825,68.05145112,49.02295381,0.278846154,17.23333333,23,67,191,10.78205128,17.23333333,22.86633527,22.89548694,191,135.9655172,62.79331175,24.2460733,54.65345369,3102,43.74928571,17.68274546,44,22,149.551838,2.753926702,2167.619048,92.07619048,138.9567835,1799.16,22,15,6,10.78205128,30.03389831,10.66666667,0
Philippe  Flajolet,192,9935,44,225.7954545,0.536215458,48,96,12,14,8039,93,65,74,40.92477724,2538,112,50.2,77.36924454,8,49,23.66864642,6.8556546,57.72521389,23.19073981,-50.48817313,-1.573736068,125,0.25,56.44886364,1.090909091,16.57553957,99.67447015,65.46245743,0.979591837,35.16666667,35,97,192,27.75903614,35.16666667,34.83960039,34.88364368,192,167.4791667,89.66047067,51.74479167,66.81317235,5735,67.88225099,36.50251683,84,34,409.5344277,2.895833333,7351.969048,81.72619048,219.396825,3720,34,18,8,27.75903614,49.01030928,25,1
Haruzo  Hida,193,1660,107,15.51401869,0.088670477,22,36,7,6,1110,39,29,32,21.5572616,525,60,8.92,28.61817604,0,23,12.30557394,5,39.03614458,29.15662651,-194.8192771,-2.343450479,39,0.113989637,1.768437364,0.205607477,14.79442509,40.74309757,23.35772535,0.198198198,22,23,37,193,22,22,22.57243816,22.70843373,193,50.45454545,33.3166625,8.601036269,29.29163703,626,28.14249456,22,36,22,105.8421185,1.487046632,1646.5,157.0833333,18.44010049,430.375,22,9,4,22,23,23,1
Andr Haefliger,194,3592,92,39.04347826,0.189902194,25,59,8,7,3115,60,35,40,22.68500988,1528,55,26.38,45.49725266,1,25,15.09617825,1,69.32071269,17.39977728,-104.3151448,-1.276483847,46,0.128865979,5.031376065,0.27173913,16.44067797,59.93329626,52.06086182,0.263157895,24,24,60,194,23.14814815,24,23.82695453,23.85272829,194,124.6,55.81218505,18.51546392,38.72983346,2490,38.40572874,24.05626122,57,23,99.57277474,1.520618557,3354.25,145.3333333,120.9133545,1556.25,23,9,4,23.14814815,26.09803922,5,1
C. Teleman,194,2706,61,44.36065574,0.247123288,17,51,7,6,2189,46.5,17,62,32.87209819,490,80,15.38,36.59234893,1,34,12.95610686,3,54.06504065,10.67997044,-76.94013304,-2.983372922,47,0.087628866,3.887273956,0.278688525,8.633507853,52.01922721,36.74914965,0.242857143,20.66666667,31,51,194,12.04166667,20.66666667,15.86380145,15.91685144,194,128.7647059,46.78675026,13.94845361,28.11583184,1900,29.44486373,14.307632,46,17,89.28342894,1.969072165,2203.37619,135.5857143,25.61602801,520.9677419,15,6,3,12.04166667,18.14285714,8.333333333,1
Mikkel Thorup,194,18056,28,644.8571429,0.954586307,65,130,14,20,14527,140,89,101,54.76037168,4865,160,79.13,104.3024448,36,66,29.71452089,5.916079783,57.05582632,23.39942401,-26.89410722,-1.614571093,177,0.335051546,216.0603829,2.321428571,24.87179487,134.3726163,65.37871359,2.166666667,45.38333333,47,131,194,26.74050633,45.38333333,46.83859649,46.88280904,194,223.4923077,120.528005,93.07216495,95.39392014,10302,91.92388155,41.69092121,90,63,1143.725323,2.613402062,9360.1,98.58333333,383.128178,6630,46,34,15,26.74050633,66.01526718,22.66666667,1
Murray  Gerstenhaber,194,4903,182,26.93956044,0.259212265,35,68,9,9,3957,67,47,53,30.47592443,1300,79,28.14,53.04714884,5,35,18.30706069,4.472135955,55.72098715,24.98470324,-94.18723231,-1.546469622,71,0.180412371,4.860229976,0.192307692,14.92307692,70.02142529,52.46586192,0.190217391,35,36,69,194,35,35,35.69042204,35.75015297,194,113.0571429,62.90468981,25.27319588,48.42520005,2732,48.78524367,35,66,35,112.5299042,2.345360825,4568.816667,111.2928571,105.7146259,1804.150943,35,9,4,35,36.02816901,12.33333333,1
Nikolai Andreev,194,1215,160,7.59375,0.064234734,20,28,5,3,644,30,25,26,21.15505262,450,60,5.06,21.9317122,0,21,10.63073575,5,21.72839506,32.9218107,-241.0699588,-7.676691729,43,0.103092784,0.782860825,0.125,6.990990991,34.85685012,21.27792283,0.124223602,11.88333333,10,29,194,5.714285714,11.88333333,9.795454545,9.933333333,194,32.2,25.37715508,6.262886598,24.49489743,244,23.66431913,10.69044968,12,20,169.9877178,2.860824742,409.1333333,89.25,7.547289839,187.6923077,9,9,5,5.714285714,21,21,1
Peter  Allen ,194,66832,42,1591.238095,3.533280465,144,194,22,36,60820,242,194,194,95.30061188,21280,194,249.9,205.7498481,194,145,51.52024774,12.32882801,59.9772564,31.02705291,-1.777591573,-1.21265832,194,0.742268041,1181.125184,3.428571429,35.58726115,258.5188581,114.741481,3.063829787,58.25238095,72,194,194,35.75172414,58.25238095,71.89297467,71.92457206,194,422.3611111,246.6171121,344.4948454,186.6761902,40084,167.1406593,71.75129459,124,101,6500.515168,4.046391753,18278.04048,58.25238095,3485.059297,29753.07216,71,75,33,35.75172414,145.0034602,73,1
GW Walster,195,16210,41,395.3658537,0.848246991,31,127,13,14,15225,99,45,57,28.42347686,7782,73,141.07,113.7673064,13,31,22.53278439,1.732050808,88.18630475,5.928439235,-25.47193091,-1.117429528,66,0.158974359,62.85303315,0.756097561,13.55381166,127.3184983,82.85328398,0.543859649,21.58333333,27,128,195,12.98648649,21.58333333,26.95519024,26.95829735,195,491.1290323,123.3896268,83.12820513,55.39855594,14264,62.74551777,20.06442327,79,30,473.471738,2.287179487,6489.416667,100.65,1329.35419,7757.614035,26,14,9,12.98648649,32.01587302,16,0
Martin  S Aigner,195,926,51,18.15686275,0.048456306,14,29,6,4,771,32.5,19,22,13.99058509,327,30,7.55,23.28089345,1,14,9.606204034,1,62.0950324,21.1663067,-256.4794816,-1.167731629,20,0.071794872,1.303569633,0.274509804,14,30.43024811,25.94224354,0.25,14,15,30,195,14,14,14.7457847,14.78833693,195,55.07142857,27.76688675,4.748717949,21.33072901,575,20.14944168,14,29,14,58.21310641,1,926,195,23.62104218,365.9090909,14,5,3,14,15.20689655,2.428571429,1
Noga  Alon,195,5088,40,127.2,0.266248038,35,65,9,9,3500,59,48,53,34.48722813,1426,99,23.87,50.45790325,3,38,17.85760759,6.782329983,44.71305031,24.07625786,-78.85220126,-2.513097072,99,0.179487179,22.83076923,0.875,22.15909091,71.330218,46.72971931,0.833333333,35,36,66,195,35,35,35.65,35.75923742,195,100,59.16079783,26.09230769,45.44227107,2275,47.69696007,35,65,35,347.2133203,1.579487179,4835.333333,138.8333333,57.50823484,1502.358491,35,15,8,35,36.01408451,18.5,1
NJ KALTON,196,5650,30,188.3333333,0.292655133,39,71,10,10,4203,77,54,59,35.25259489,1665,90,26.72,54.74486277,4,40,19.40218872,6.08276253,47.46902655,26.92035398,-82.76106195,-1.951341682,90,0.198979592,37.4744898,1.3,23.02409639,75.16648189,46.00815145,0.684210526,34,36,72,196,24.93442623,34,35.69580333,35.78318584,196,107.7692308,64.83054835,28.82653061,54.79963504,2682,52.62128847,31.1840123,57,39,142.50299,1.693877551,3943.716667,143.0333333,83.73041338,1772.847458,35,11,4,24.93442623,40.03797468,10.75,0
Peter Scholze,196,13539,216,62.68055556,1.36385615,28,113,13,16,12709,166,32,96,46.89746583,3016,106,71.07,82.78888814,26,56,22.80472783,5,70.75116331,5.79067878,-12.30519241,-1.814633483,86,0.142857143,8.954365079,0.12962963,14.95367847,116.3572086,69.56970925,0.126696833,34.15,53,196,196,14,34.15,26.93251472,26.95007017,196,453.8928571,112.7342007,69.07653061,68.1762422,11925,56.24944444,19.79898987,98,28,1095.254856,1.87244898,9756.316667,139.25,225.3904555,3478.125,26,17,12,14,29,167,1
Xi Chen,196,146994,26,5653.615385,7.613902414,187,196,31,61,145764,501,196,196,102.1176956,53742,196,476.01,321.8151643,196,187,69.26178728,12.60952021,75.37382478,23.78940637,-0.300692545,-1.014428858,196,0.954081633,5394.010597,7.192307692,34.67549669,383.3979656,143.7617048,6.678571429,41.5218254,94,196,196,34.969,41.5218254,93.9220881,93.94116086,196,779.486631,381.7905185,749.9693878,306.083322,110795,191.4471206,80.86533868,178,145,20424.07835,5.392857143,32324.33571,41.5218254,88876.86003,105707.4745,93,128,72,34.969,188.0853333,6.333333333,1
Ichi Kawarabayashi,197,8922,20,446.1,0.457468082,45,84,11,12,5789,74.5,61,67,45.05116553,2322,149,38.34,63.43500611,15,46,21.43241812,9.273618495,42.69222148,22.69670477,-42.05335127,-3.12611967,175,0.228426396,101.9010152,2.25,15.23195876,94.45633912,46.57037685,2.045454545,27.75,26,85,197,12.57763975,27.75,25.86761279,25.92994844,197,128.6444444,76.08547825,45.2893401,57.9007772,3764,61.4817046,23.79062397,38,42,1342.661809,2.954314721,2890.783333,78.68333333,85.56282712,2528.059701,25,30,14,12.57763975,46,46,1
